,id,header,genre,director,star,gross,director,company,# of faces/characters,# of main recognizable stars,num_face_machine,face_poster_proportion
153,2011153,Margin Call,"Biography, Drama, Thriller",J.C. Chandor,"Zachary Quinto, Stanley Tucci, Kevin Spacey, Paul Bettany",5350000,0,1,8,8,13,0.169673369
154,2011154,Atlas Shrugged: Part I,"Drama, Mystery, Sci-Fi",Paul Johansson,"Taylor Schilling, Grant Bowler, Matthew Marsden, Edi Gathegi",4560000,0,0,1,0,0,0
155,2011155,Anonymous,"Drama, History, Thriller",Roland Emmerich,"Rhys Ifans, Vanessa Redgrave, David Thewlis, Sebastian Armesto",4460000,0,1,0,0,2,0.017302806
156,2011156,"Jeff, Who Lives at Home","Comedy, Drama","Jay Duplass, Mark Duplass","Jason Segel, Ed Helms, Judy Greer, Susan Sarandon",4240000,1,1,5,5,10,0.228119659
157,2011157,Goon,"Comedy, Sport",Michael Dowse,"Seann William Scott, Jay Baruchel, Alison Pill, Eugene Levy",4170000,1,1,1,1,3,0.103672107
158,2011158,The Raid: Redemption,"Action, Crime, Thriller",Gareth Evans,"Iko Uwais, Ananda George, Ray Sahetapy, Donny Alamsyah",4110000,0,1,0,0,0,0
159,2011159,Shame,Drama,Steve McQueen,"Michael Fassbender, Carey Mulligan, James Badge Dale, Lucy Walters",4.00E+06,1,1,0,0,0,0
160,2011160,Don 2,"Action, Crime, Thriller",Farhan Akhtar,"Shah Rukh Khan, Florian Lukas, Om Puri, Priyanka Chopra",3650000,1,1,1,1,2,0.098589918
161,2011161,Like Crazy,"Drama, Romance",Drake Doremus,"Felicity Jones, Anton Yelchin, Jennifer Lawrence, Charlie Bewley",3390000,0,1,2,2,0,0
162,2011162,La piel que habito,"Crime, Drama, Thriller",Pedro AlmodåÂvar,"Antonio Banderas, Elena Anaya, Jan Cornet, Marisa Paredes",3190000,1,1,2,2,1,0.129201794
163,2011163,Life is Precious,"Adventure, Comedy, Drama",Zoya Akhtar,"Katrina Kaif, Hrithik Roshan, Aditya Roy Kapoor, Farhan Akhtar",3080000,1,1,3,0,2,0.026127168
164,2011164,Melancholia,Drama,Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsg<U+00E5>rd",3030000,1,1,1,1,3,0.102964392
165,2011165,From Prada to Nada,"Comedy, Drama, Romance",Angel Gracia,"Camilla Belle, Alexa PenaVega, Kuno Becker, Tina French",3020000,0,1,3,3,7,0.04231454
166,2011166,Albert Nobbs,"Drama, Romance",Rodrigo Garcåéa,"Glenn Close, Mia Wasikowska, Aaron Taylor-Johnson, Antonia Campbell-Hughes",3010000,0,1,3,3,4,0.127262222
167,2011167,Martha Marcy May Marlene,"Drama, Mystery, Thriller",Sean Durkin,"Elizabeth Olsen, Sarah Paulson, John Hawkes, Christopher Abbott",2980000,0,1,1,1,0,0
168,2011168,Ra.One,"Action, Adventure, Sci-Fi",Anubhav Sinha,"Shah Rukh Khan, Arjun Rampal, Kareena Kapoor, Shahana Goswami",2510000,1,1,2,2,2,0.018722222
169,2011169,Bucky Larson: Born to Be a Star,Comedy,Tom Brady,"Nick Swardson, Don Johnson, Christina Ricci, Stephen Dorff",2330000,0,1,1,1,1,0.0103064
170,2011170,Monsieur Lazhar,"Comedy, Drama",Philippe Falardeau,"Mohamed Fellag, Sophie Nå_lisse, å_milien Nå_ron, Danielle Proulx",2010000,1,1,8,7,21,0.235920322
171,2011171,Hearat Shulayim,"Comedy, Drama",Joseph Cedar,"Shlomo Bar-Aba, Lior Ashkenazi, Aliza Rosen, Alma Zack",2010000,1,1,1,1,1,0.005537202
172,2011172,Killer Joe,"Crime, Drama, Thriller",William Friedkin,"Matthew McConaughey, Emile Hirsch, Juno Temple, Thomas Haden Church",1990000,0,1,2,2,0,0
173,2011173,Hysteria,"Comedy, Romance",Tanya Wexler,"Maggie Gyllenhaal, Hugh Dancy, Jonathan Pryce, Felicity Jones",1800000,0,1,2,2,2,0.118872372
174,2011174,A Better Life,"Drama, Romance",Chris Weitz,"Demiå¢n Bichir, Joså_ Juliå¢n, Eddie 'Piolin' Sotelo, Joaquåén Cosio",1750000,1,1,0,0,1,0.01090566
175,2011175,We Need to Talk About Kevin,"Crime, Drama, Mystery",Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",1740000,1,1,2,1,0,0
176,2011176,Take Shelter,"Drama, Thriller",Jeff Nichols,"Michael Shannon, Jessica Chastain, Shea Whigham, Tova Stewart",1730000,0,1,3,0,0,0
177,2011177,Your Sister's Sister,"Comedy, Drama",Lynn Shelton,"Mark Duplass, Emily Blunt, Rosemarie DeWitt, Mike Birbiglia",1570000,1,1,3,3,6,0.163531794
178,2011178,Delhi Belly,"Comedy, Crime, Drama","Abhinay Deo, Akshat Verma","Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasurywala",1530000,1,1,3,3,4,0.184591667
179,2011179,The Art of Getting By,"Drama, Romance",Gavin Wiesen,"Freddie Highmore, Emma Roberts, Michael Angarano, Sasha Spielberg",1430000,0,1,2,2,2,0.00881454
180,2011180,Saving Private Perez,"Adventure, Comedy, Western",Beto GåÂmez,"Miguel Rodarte, Jeså_s Ochoa, Joaquåén Cosio, Gerardo Taracena",1390000,0,1,8,7,8,0.042981375
181,2011181,The Kid with a Bike,Drama,"Jean-Pierre Dardenne, Luc Dardenne","Thomas Doret, Cå_cile De France, Jå_rå_mie Renier, Fabrizio Rongione",1380000,1,1,2,1,0,0
182,2011182,The Devil's Double,"Biography, Drama, Thriller",Lee Tamahori,"Dominic Cooper, Ludivine Sagnier, Raad Rawi, Philip Quast",1360000,0,1,1,1,1,0.007906528
183,2011183,The Oscar Nominated Short Films: Animation,Animation,NULL,NULL,1350000,0,0,0,0,0,0
184,2011184,Snow Flower and the Secret Fan,"Drama, History",Wayne Wang,"Bingbing Li, Ji-hyun Jun, Vivian Wu, Russell Wong",1350000,1,1,1,0,0,0
185,2011185,Another Earth,"Drama, Romance, Sci-Fi",Mike Cahill,"Brit Marling, William Mapother, Matthew-Lee Erlbach, DJ Flava",1320000,0,1,1,1,2,0.088464392
186,2011186,Take This Waltz,"Comedy, Drama",Sarah Polley,"Michelle Williams, Seth Rogen, Sarah Silverman, Aaron Abrams",1240000,1,1,5,5,9,0.109035608
187,2011187,Hodejegerne,"Crime, Drama, Thriller",Morten Tyldum,"Aksel Hennie, Synn<U+00F8>ve Macody Lund, Nikolaj Coster-Waldau, Julie R. <U+00D8>lgaard",1200000,1,1,5,5,3,0.099112426
188,2011188,Kill the Irishman,"Biography, Crime, Drama",Jonathan Hensleigh,"Ray Stevenson, Christopher Walken, Vincent D'Onofrio, Val Kilmer",1190000,1,1,4,4,0,0
189,2011189,The Deep Blue Sea,"Drama, Romance",Terence Davies,"Rachel Weisz, Tom Hiddleston, Ann Mitchell, Jolyon Coy",1120000,1,1,2,2,3,0.039480769
190,2011190,There Be Dragons,"Biography, Drama, War",Roland Joffå_,"Charlie Cox, Wes Bentley, Dougray Scott, Rodrigo Santoro",1070000,0,1,1,0,0,0
191,2011191,Desi Boyz,"Comedy, Drama",Rohit Dhawan,"Akshay Kumar, John Abraham, Deepika Padukone, Chitrangda Singh",1070000,1,1,4,4,8,0.117336232
192,2011192,In Darkness,"Drama, War",Agnieszka Holland,"Robert Wieckiewicz, Benno Få_rmann, Agnieszka Grochowska, Maria Schrader",1040000,1,1,2,1,3,0.021333824
193,2011193,Attack the Block,"Action, Comedy, Sci-Fi",Joe Cornish,"John Boyega, Jodie Whittaker, Alex Esmail, Leeon Jones",1020000,0,1,7,0,2,0.009308605
194,2011194,Damsels in Distress,"Comedy, Drama, Romance",Whit Stillman,"Greta Gerwig, Adam Brody, Analeigh Tipton, Megalyn Echikunwoke",1010000,1,1,5,0,0,0
195,2012001,The Avengers,Action|Adventure|Sci-Fi,Joss Whedon,Robert Downey Jr,623279547,1,1,7,7,0,NA
196,2012002,The Dark Knight Rises,Action|Thriller,Christopher Nolan,Christian Bale,448130642,1,1,1,1,4,0.022675556
197,2012003,The Hunger Games,Adventure|Drama|Sci-Fi|Thriller,Gary Ross,Jennifer Lawrence,407999255,1,1,1,1,1,0.014814815
198,2012004,Skyfall,Adventure|Fantasy,Sam Mendes,Daniel Craig,304360277,0,1,1,1,0,0
199,2012005,The Hobbit: An Unexpected Journey,Adventure|Drama|Fantasy|Romance,Peter Jackson,Martin Freeman,303001229,1,1,1,1,0,0
200,2012006,The Twilight Saga: Breaking Dawn - Part 2,Adventure|Drama|Fantasy|Romance,Bill Condon,Kristen Stewart,292298923,1,1,1,1,3,0.265313056
201,2012007,The Amazing Spider-Man,Action|Adventure|Fantasy,Marc Webb,Andrew Garfield,262030663,0,1,1,1,7,0.334799703
202,2012008,Brave,Adventure|Animation|Comedy|Family|Fantasy,Mark Andrews,NA,237282182,0,1,1,0,0,0
203,2012009,Ted,Comedy|Fantasy,Seth MacFarlane,Mark Wahlberg,218628680,0,1,2,1,2,0.02424
204,2012010,Madagascar 3: Europe's Most Wanted,Adventure|Animation|Comedy|Family,Eric Darnell,NA,216366733,0,1,4,0,1,0.015220285
205,2012011,Wreck-It Ralph,Adventure|Animation|Comedy|Family|Sci-Fi,Rich Moore,NA,189412677,0,1,8,0,0,0
206,2012012,Lincoln,Biography|Drama|History|War,Steven Spielberg,Daniel Day-Lewis,182204440,1,1,1,1,3,0.033718101
207,2012013,Men in Black 3,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Barry Sonnenfeld,Will Smith,179020854,0,1,3,3,0,0
208,2012014,Django Unchained,Drama|Western,Quentin Tarantino,NA,162804648,1,1,3,3,3,0.242691395
209,2012015,Ice Age: Continental Drift,Adventure|Animation|Comedy|Family,Steve Martino,NA,161317423,0,1,4,0,2,0.040356083
210,2012016,Snow White and the Huntsman,Action|Adventure|Drama|Fantasy,Rupert Sanders,NA,155111815,0,1,1,0,0,0
211,2012017,Les Misí©rables,Drama|Musical|Romance,Tom Hooper,Amanda Seyfried,148775460,1,1,1,1,0,0
212,2012018,Hotel Transylvania,Animation|Comedy|Family|Fantasy,Genndy Tartakovsky,NA,148313048,0,1,5,0,1,0.230320475
213,2012019,21 Jump Street,Action|Comedy|Crime,Phil Lord,Jonah Hill,138447667,1,1,2,2,1,0.007063798
214,2012020,Argo,Biography|Drama|History|Thriller,Ben Affleck,Ben Affleck,136019448,0,1,1,1,4,0.051814236
215,2012021,Silver Linings Playbook,Comedy|Drama|Romance,David O. Russell,Bradley Cooper,132088910,0,1,2,2,0,0
216,2012022,Prometheus,Adventure|Mystery|Sci-Fi,Ridley Scott,NA,126464904,0,1,0,0,0,0
217,2012023,Safe House,Action|Crime|Mystery|Thriller,Daniel Espinosa,Denzel Washington,126149655,1,0,2,2,0,0
218,2012024,The Vow,Drama|Romance,Michael Sucsy,Rachel McAdams,125014030,0,1,2,2,3,0.062835556
219,2012025,Life of Pi,Adventure|Drama|Fantasy,Ang Lee,Suraj Sharma,124976634,1,1,2,1,0,0
220,2012026,Magic Mike,Comedy|Drama,Steven Soderbergh,Channing Tatum,113709992,1,1,5,5,0,0
221,2012027,The Bourne Legacy,Action|Adventure|Thriller,Tony Gilroy,Jeremy Renner,113165635,0,1,1,1,0,0
222,2012028,Journey 2: The Mysterious Island,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Brad Peyton,Dwayne Johnson,103812241,1,1,3,3,0,0
223,2012029,Rise of the Guardians,Adventure|Animation|Family|Fantasy,Peter Ramsey,NA,103400692,0,1,7,0,6,0.039985163
224,2012030,Zero Dark Thirty,Drama|History|Thriller,Kathryn Bigelow,Jason Clarke,95720716,1,1,0,0,3,0.027724728
225,2012031,Flight,Drama|Thriller,Robert Zemeckis,Denzel Washington,93749203,1,1,1,1,0,0
226,2012032,Think Like a Man,Comedy|Romance,Tim Story,Michael Ealy,91547205,0,1,9,9,0,0
227,2012033,The Campaign,Comedy,Jay Roach,Will Ferrel,86897182,0,1,2,2,14,0.164267062
228,2012034,The Expendables 2,Action|Adventure|Thriller,Simon West,Sylvester Stallone,85017401,1,1,9,4,0,0
229,2012035,Wrath of the Titans,Action|Adventure|Fantasy,Jonathan Liebesman,Sam Worthington,83640426,0,1,2,0,3,0.045980826
230,2012036,Jack Reacher,Action|Crime|Mystery|Thriller,Christopher McQuarrie,Tom Cruise,80033643,1,1,1,1,0,0
231,2012037,Dark Shadows,Action|Crime|Mystery|Thriller,Tim Burton,Johnny Depp,79711678,0,1,9,9,2,0.036212644
232,2012038,Parental Guidance,Comedy|Fantasy|Horror,Andy Fickman,Billy Crastal,77264926,1,1,4,4,4,0.021815351
233,2012039,John Carter,Comedy|Family,Andrew Stanton,Taylor Kitsch,73058679,0,0,1,1,4,0.027354599
234,2012040,Act of Valor,Action|Adventure|Sci-Fi,Mike McCoy,Rorke Denver,70011073,1,1,7,0,1,0.004161481
235,2012041,This Is 40,Action|Adventure|Drama|Thriller|War,Judd Apatow,Paul Rudd,67523385,1,1,2,2,0,0
236,2012042,Contraband,Comedy,Baltasar Kormí€Œçkur,Robert Wahlberg,66489425,1,1,4,3,3,0.071486647
237,2012043,Looper,Action|Crime|Drama|Thriller,Rian Johnson,Joseph Gordon-Levitt,66468315,1,1,2,2,2,0.040808605
238,2012044,Madea's Witness Protection,Action|Crime|Drama|Sci-Fi|Thriller,Tyler Perry,Tyler Perry,65623128,0,1,5,5,4,0.042173333
239,2012045,Battleship,Comedy|Crime|Drama,Peter Berg,Taylor Kitsch,65173160,0,1,1,0,1,0.004991098
240,2012046,Pitch Perfect,Action|Adventure|Sci-Fi|Thriller,Jason Moore,Anna Kendrick,64998368,0,1,7,7,1,0.004621236
241,2012047,Mirror Mirror,Comedy|Music|Romance,Tarsem Singh,Lily Collins,64933670,0,0,1,1,3,0.015657686
242,2012048,Chronicle,Adventure|Comedy|Drama|Family|Fantasy,Josh Trank,NA,64572496,0,0,0,0,1,0.270517804
243,2012049,Hope Springs,Drama|Sci-Fi|Thriller,David Frankel,Meryl Streep,63536011,1,1,2,2,0,0
244,2012050,Underworld: Awakening,Comedy|Drama|Romance,Mans Marlind,Kate Beckinsale,62321039,0,1,1,1,2,0.073900875
245,2012051,The Lucky One,Action|Fantasy|Horror,Scott Hicks,Zac Efron,60443237,1,1,2,2,1,0.019875923
246,2012052,The Dictator,Drama|Romance,Larry Charles,Sacha Baron Cohen,59617068,1,1,1,1,0,0
247,2012053,American Reunion,Comedy|Romance,Jon Hurwitz,Jason Biggs,56724080,0,1,9,9,1,0.04332
248,2012054,ParaNorman,Comedy,Chris Butler,NA,55994557,0,1,12,0,6,0.11451981
249,2012055,This Means War,Adventure|Animation|Comedy|Family|Fantasy,McG,Reese Witherspoon,54758461,0,0,3,3,2,0.025084896
250,2012056,Project X,Action|Comedy|Romance,Nima Nourizadeh,Oliver Cooper,54724272,0,1,3,3,4,0.076752959
251,2012057,The Woman in Black,Comedy|Crime,James Watkins,Daniel Radcliffe,54322273,0,1,1,1,1,0.006259259
252,2012058,Paranormal Activity 4,Horror,Henry Joost,NA,53884821,0,1,1,0,0,0
253,2012059,The Devil Inside,Horror,William Brent Bell,Fernada Andrade,53245055,0,1,1,0,0,0
254,2012060,The Odd Life of Timothy Green,Comedy|Drama|Family|Fantasy,Peter Hedges,NA,51853450,0,0,0,0,1,0.00432
255,2012061,Red Tails,Action|Adventure|Drama|History|War,Anthony Hemingway,NA,49875589,0,1,0,0,1,0.048606825
256,2012062,The Possession,Horror|Thriller,Ole Bornedal,NA,49122319,1,1,0,0,0,0
257,2012063,Diary of a Wimpy Kid: Dog Days,Horror|Thriller,David Bowers,Zachary Gordon,49002815,0,0,4,3,0,0
258,2012064,Sinister,Comedy|Family,Scott Derrickson,NA,48056940,1,1,1,0,0,0
259,2012065,Savages,Horror|Mystery,Oliver Stone,Aaron Taylor-Johnson,47307550,0,1,6,6,0,0
260,2012066,Moonrise Kingdom,Crime|Drama|Thriller,Wes Anderson,NA,45507053,1,1,0,0,3,0.137014263
261,2012067,Here Comes the Boom,Adventure|Comedy|Drama|Romance,Frank Coraci,Kevin James,45290318,0,1,1,1,1,0.006077151
262,2012068,The Three Stooges,Action|Comedy|Sport,Bobby Farrelly,Sean Hayes,44328238,0,1,3,0,4,0.119937685
263,2012069,The Cabin in the Woods,Comedy,Drew Goddard,NA,42043633,1,1,0,0,0,0
264,2012070,What to Expect When You're Expecting,Fantasy|Horror|Mystery|Thriller,Kirk Jones,Cameron Diaz,41102171,1,1,8,8,1,0.009734421
265,2012071,End of Watch,Comedy|Drama|Romance,David Ayer,Jack Gullenhaal,40983001,1,1,2,2,5,0.03334273
266,2012072,Rock of Ages,Crime|Drama|Thriller,Adam Shankman,NA,38509342,1,1,9,9,3,0.063842349
267,2012073,Abraham Lincoln: Vampire Hunter,Comedy|Drama|Musical|Romance,Timur Bekmambetov,Abraham Lincoln,37516013,1,1,0,0,5,0.024813333
268,2012074,The Guilt Trip,Action|Fantasy|Horror,Anne Fletcher,Barbra Streisand,37101011,1,1,2,2,0,0
269,2012075,That's My Boy,Comedy|Drama,Sean Anders,Adam Sandler,36931089,0,1,1,0,2,0.173068433
270,2012076,Trouble with the Curve,Drama|Sport,Robert Lorenz,Clint Eastwood,35754555,1,1,7,6,3,0.022946667
271,2012077,Frankenweenie,Animation|Comedy|Family|Horror|Sci-Fi,Tim Burton,NA,35287788,1,1,0,0,1,0.00625
272,2012078,Step Up Revolution,Drama|Music|Romance,Scott Speer,Kathryn McCormick,35057332,1,1,0,1,0,0
273,2012079,Good Deeds,Comedy|Drama|Romance,Tyler Perry,Tyler Perry,35010192,0,1,1,1,0,0
274,2012080,The Watch,Action|Comedy|Sci-Fi,Akiva Schaffer,Ben Stiller,34350553,1,1,4,4,1,0.013061728
275,2012081,2016: Obama's America,Action|Comedy|Sci-Fi,Dinesh D'Souza,Barack Obama,33349949,1,1,1,1,7,0.160618795
276,2012082,Joyful Noise,Documentary,Todd Graff,Queen Latifah,30920167,0,1,4,4,1,0.197705518
277,2012083,The Five-Year Engagement,Comedy|Music,Nicholas Stoller,Jason Segel,28644770,1,1,2,2,6,0.088048889
278,2012084,One for the Money,Comedy|Romance,Julie Anne Robinson,Katherine Heigl,26404753,1,1,1,1,3,0.061356083
279,2012085,Alex Cross,Action|Comedy|Crime|Romance|Thriller,Rob Cohen,Tyler Perry,25863915,1,1,1,0,2,0.049807122
280,2012086,Katy Perry: Part of Me,Action|Crime|Mystery|Thriller,Dan Cutforth,Katy Perry,25240988,0,1,1,1,0,0
281,2012087,Sparkle,Documentary|Music,Salim Akil,Jordin Sparks,24397469,1,1,1,0,1,0.028577961
282,2012088,Mud,Drama,Jeff Nichols,Matthew McConaughey,21589307,1,1,1,1,4,0.035793769
283,2012089,The Place Beyond the Pines,Crime|Drama|Thriller,Derek Cianfrance,Ryan Gosling,21383298,1,1,3,3,1,0.032939169
284,2012090,Premium Rush,Action|Crime|Thriller,David Koepp,Joseph Gordon-Levitt,20275446,0,1,1,1,2,0.085785494
285,2012091,Big Miracle,Biography|Drama|Romance,Ken Kwapis,Drew Barrymore,20113965,1,1,3,3,0,0
286,2012092,Man on a Ledge,Action|Crime|Thriller,Asger Leth,Sam Worthington,18600911,1,1,6,6,0,0
287,2012093,A Thousand Words,Comedy|Drama,Brian Robbins,Eddie Murphy,18438149,0,1,13,11,12,0.066614243
288,2012094,Chernobyl Diaries,Horror|Mystery|Sci-Fi|Thriller,Bradley Parker,NA,18112929,1,1,0,0,6,0.065311573
289,2012095,The Perks of Being a Wallflower,Drama|Romance,Stephen Chbosky,Logan Lerman,17738570,1,1,3,3,0,0
290,2012096,Wanderlust,Comedy,David Wain,Jennifer Aniston,17225675,1,1,2,2,6,0.104264793
291,2012097,Safe,Action|Crime|Thriller,Boaz Yakin,Jason Statham,17120019,1,1,2,2,4,0.046619177
292,2012098,To Rome with Love,Comedy|Romance,Woody Allen,NA,16684352,1,1,0,0,2,0.038179012
293,2012099,The Master,Drama,Paul Thomas Anderson,Philip Seymour Hoffman,16377274,1,1,3,3,0,0
294,2012100,The Raven,Crime|Mystery|Thriller,James McTeigue,John Cusack,16005978,1,1,1,0,114,0.769276442
295,2012101,The Man with the Iron Fists,Action,RZA,Russell Crowe,15608545,1,1,7,6,0,0
296,2012102,Killing Them Softly,Crime|Thriller,Andrew Dominik,Brad Pitt,14938570,1,1,1,1,7,0.05340729
297,2012103,Spring Breakers,Crime|Drama,Harmony Korine,James Franco,14123773,1,1,5,5,1,0.029824561
298,2012104,Hit and Run,Action|Comedy|Romance,David Palmer,Kristen Bell,13746550,1,1,5,4,2,0.432877657
299,2012105,Playing for Keeps,Comedy|Romance|Sport,Gabriele Muccino,Gerard Butler,13101142,1,1,5,5,7,0.043222552
300,2012106,Beasts of the Southern Wild,Drama|Fantasy,Benh Zeitlin,Quvenzhaní© Wallis,12784397,1,1,1,0,8,0.141521605
301,2012107,Cirque du Soleil: Worlds Away,Fantasy,Andrew Adamson,Erica Linz,12495865,1,1,2,0,0,0
302,2012108,The Words,Drama|Mystery|Romance|Thriller,Brian Klugman,Bradley Cooper,11434867,1,1,2,2,2,0.025005944
303,2012109,Bullet to the Head,Action|Thriller,Walter Hill,Sylvester Stallone,9483821,1,1,5,3,0,0
304,2012110,Fun Size,Adventure|Comedy,Josh Schwartz,Victoria Justice,9402410,0,0,4,4,4,0.130955072
305,2012111,Arbitrage,Drama|Thriller,Nicholas Jarecki,Richard Gere,7918283,1,1,1,1,4,0.092473315
306,2012112,Promised Land,Drama,Gus Van Sant,Matt Damon,7556708,1,1,1,1,1,0.113665283
307,2012113,The Collection,Action|Horror|Thriller,Marcus Dunstan,Richard Coyle,6842058,0,0,3,3,2,0.010340741
308,2012114,Seeking a Friend for the End of the World,Adventure|Comedy|Drama|Romance|Sci-Fi,Lorene Scafaria,Steve Carell,6619173,1,1,3,2,5,0.037013333
309,2012115,Chasing Mavericks,Biography|Drama|Sport,Michael Apted,Jonny Weston,6002756,1,1,2,2,1,0.007309489
310,2012116,The Sessions,Biography|Comedy|Drama|Romance,Ben Lewin,John Hawkes,5997134,1,1,5,5,3,0.030922849
311,2012117,Casa de mi Padre,Comedy|Western,Matt Piedmont,Will Ferrell,5895238,1,1,2,0,3,0.031217134
312,2012118,Won't Back Down,Drama,Daniel Barnz,Viola Davis,5308553,1,1,2,2,3,0.022714286
313,2012119,The Apparition,Horror|Thriller,Todd Lincoln,Ashley Greene,4930798,0,1,1,1,4,0.05530963
314,2012120,Frances Ha,Comedy|Drama|Romance,Noah Baumbach,Greta Gerwig,4063238,1,1,1,1,2,0.074696296
315,2012121,Safety Not Guaranteed,Comedy|Drama|Romance,Colin Trevorrow,NA,4007792,1,1,0,0,1,0.010814757
316,2012122,The Cold Light of Day,Action|Thriller,Mabrouk El Mechri,Henry Cavill,3749061,1,1,3,3,0,0
317,2012123,Atlas Shrugged II: The Strike,Drama|Mystery|Sci-Fi,John Putch,NA,3333823,0,1,1,0,5,0.099499259
318,2012124,Robot & Frank,Comedy|Crime|Drama|Sci-Fi,Jake Schreier,Peter Sarsgaard,3325638,1,1,2,1,0,0
319,2012125,Celeste & Jesse Forever,Comedy|Drama|Romance,Lee Toland Krieger,Rashida Jones,3094687,1,1,2,2,6,0.040115727
320,2012126,Filly Brown,Drama|Music,Youssef Delara,Gina Rodriguez,2833383,0,1,1,1,4,0.113091564
321,2012127,The Iceman,Biography|Crime|Drama,Ariel Vromen,Michael Shannon,1939441,1,1,1,1,1,0.033333333
322,2012128,"For a Good Time, Call...",Comedy,Jamie Travis,Ari Graynor,1243961,0,1,2,2,0,0
323,2012129,The Lords of Salem,Drama|Fantasy|Horror|Thriller,Rob Zombie,Sheri Moon Zombie,1163508,1,1,1,1,1,0.005703264
324,2012130,The Oogieloves in the Big Balloon Adventure,Adventure|Family|Fantasy|Musical,Matthew Diamond,NA,1064277,0,1,3,0,1,0.058166172
325,2013001,The Hunger Games: Catching Fire,"Action, Adventure, Mystery",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman",424650000,1,1,1,1,2,0.02784
326,2013002,Iron Man Three,"Action, Adventure, Sci-Fi",Shane Black,"Robert Downey Jr., Guy Pearce, Gwyneth Paltrow, Don Cheadle",408990000,1,1,7,5,2,0.158565282
327,2013003,Frozen,"Animation, Adventure, Comedy","Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad",400740000,0,1,5,5,4,0.050837143
328,2013004,Despicable Me 2,"Animation, Adventure, Comedy","Pierre Coffin, Chris Renaud","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",368050000,1,0,2,2,2,0.025810089
329,2013005,Man of Steel,"Action, Adventure, Fantasy",Zack Snyder,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane",291020000,1,1,1,0,0,0
330,2013006,Gravity,"Adventure, Drama, Sci-Fi",Alfonso Cuarí_n,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen",274080000,1,1,1,0,0,0
331,2013007,Monsters University,"Animation, Adventure, Comedy",Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",268490000,0,1,30,30,0,0
332,2013008,The Hobbit: The Desolation of Smaug,"Adventure, Fantasy",Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",258360000,1,1,7,7,2,0.031485491
333,2013009,Furious 6,"Action, Crime, Thriller",Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez",238670000,0,0,9,9,6,0.063874074
334,2013010,Oz the Great and Powerful,"Adventure, Family, Fantasy",Sam Raimi,"James Franco, Michelle Williams, Rachel Weisz, Mila Kunis",234900000,0,1,4,4,0,0
335,2013011,Star Trek Into Darkness,"Action, Adventure, Sci-Fi",J.J. Abrams,"Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch",228760000,1,1,0,0,2,0.029718935
336,2013012,Thor: The Dark World,"Action, Adventure, Fantasy",Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgí«rd",206360000,1,1,6,10,0,0
337,2013013,World War Z,"Action, Adventure, Horror",Marc Forster,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale",202350000,1,1,1,0,8,0.072322857
338,2013014,The Croods,"Animation, Adventure, Comedy","Kirk De Micco, Chris Sanders","Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener",187170000,1,1,22,12,0,0
339,2013015,The Heat,"Action, Comedy, Crime",Paul Feig,"Sandra Bullock, Michael McDonald, Melissa McCarthy, Demiíçn Bichir",159580000,1,1,19,7,4,0.066826667
340,2013016,We're the Millers,"Comedy, Crime",Rawson Marshall Thurber,"Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms",150370000,0,1,4,4,5,0.041985163
341,2013017,American Hustle,"Crime, Drama",David O. Russell,"Christian Bale, Amy Adams, Bradley Cooper, Jennifer Lawrence",150120000,1,0,5,5,6,0.060801481
342,2013018,The Great Gatsby,"Drama, Romance",Baz Luhrmann,"Leonardo DiCaprio, Carey Mulligan, Joel Edgerton, Tobey Maguire",144810000,1,1,6,6,12,0.091569733
343,2013019,The Conjuring,"Horror, Mystery, Thriller",James Wan,"Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor",137390000,1,1,0,0,9,0.075378378
344,2013020,Identity Thief,"Comedy, Crime",Seth Gordon,"Jason Bateman, Melissa McCarthy, John Cho, Amanda Peet",134460000,1,1,2,2,0,0
345,2013021,Grown Ups 2,Comedy,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade",133670000,0,1,4,4,1,0.121599049
